issue_id,paper_id,covidence_id,title,authors,published_year,journal,stage,issue_type,severity,status,source_registry,source_field,revisit_reason,recommended_action,blocking_downstream,detected_at_utc
263|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,263,263,Primary hypothalamic lymphoma with panhypopituitarism presenting as stiff-man syndrome.,"Lee, May-Tze; Lee, Ting-I; Won, Justin Ging-Shing; Chau, Wing-Keung; Yang, Hong-Jye; Li, Jer-Chuan; Lin, Hong-Da; Tang, Kam-Tsun",2004,The American journal of the medical sciences,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly presents a single original patient: 'We report an unusual case' followed by a detailed description of one 64-year-old man with stiff-man syndrome. This supports a count of 1 SPS-spectrum case, but manual review remains appropriate because the fixed routing is unclear and provenance uncertainty is flagged.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:47:35.302444+00:00
266|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,266,266,Stiff-person syndrome: a rare presentation for breast cancer.,"Kocak, Ergun; Abdessalam, Shahab; Walker, Michael J; Nuovo, Gerard J; Kissel, John T",2004,The breast journal,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is a single original case report and explicitly describes one patient with SPS in the setting of breast cancer. The statement about 'five previously reported cases' refers to prior literature rather than additional original patients in this paper, so the best-supported extractable count is 1; manual review remains required because provenance uncertainty is flagged.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:48:30.246876+00:00
270|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,270,270,Markedly elevated GAD antibodies in SPS: effects of age and illness duration.,"Murinson, B B; Butler, M; Marfurt, K; Gleason, S; De Camilli, P; Solimena, M",2004,Neurology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539392+00:00
272|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,272,272,"Stiff person syndrome with eye movement abnormality, myasthenia gravis, and thymoma.","Thomas, S; Critchley, P; Lawden, M; Farooq, S; Thomas, A; Proudlock, F A; Constantinescu, C S; Gottlob, I",2005,"Journal of neurology, neurosurgery, and psychiatry",06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand03 | The paper is a single-patient case report and explicitly describes one original patient with SPS. Although the discussion references previously reported similar patients, those are cited literature rather than additional original cases, so the extractable SPS-spectrum count is 1; manual review remains appropriate because provenance uncertainty signals were flagged upstream.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:48:55.275376+00:00
272|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,272,272,"Stiff person syndrome with eye movement abnormality, myasthenia gravis, and thymoma.","Thomas, S; Critchley, P; Lawden, M; Farooq, S; Thomas, A; Proudlock, F A; Constantinescu, C S; Gottlob, I",2005,"Journal of neurology, neurosurgery, and psychiatry",07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,"Case headings do not begin with the first case, so the leading case block is not safely isolated.",Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539404+00:00
286|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,286,286,Multiple neurological syndromes during Hodgkin lymphoma remission.,"Werbrouck, Bart; Meire, Veronique; De Bleecker, Jan L",2005,Acta neurologica Belgica,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is framed as a single-patient case report and explicitly states that it reports a young patient who developed stiff man syndrome, with the full text also stating that the diagnosis of stiff man syndrome was made. This supports counting 1 unique SPS-spectrum patient, but manual review remains appropriate because the evidence pack flags provenance uncertainty due to earlier description of another neurological syndrome in the same patient.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:49:42.617287+00:00
287|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,287,287,A neuropsychological assessment of phobias in patients with stiff person syndrome.,"Ameli, Rezvan; Snow, Joseph; Rakocevic, Goran; Dalakas, Marinos C",2005,Neurology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539428+00:00
294|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,294,294,Graves' disease and stiff-person (stiff-man) syndrome: case report and literature review.,"Orija, Israel B; Gupta, Manjula; Zimmerman, Robert S",2005,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly presents a single original patient: a 52-year-old woman who was ultimately diagnosed with stiff-person syndrome and whose course is described in detail. This supports a count of 1 SPS-spectrum case, but manual review remains appropriate because the evidence pack flags possible prior description/provenance uncertainty.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:52:40.368592+00:00
387|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,387,387,Stiffman syndrome: a rare paraneoplastic disorder?.,"Bateman, D E; Weller, R O; Kennedy, P",1990,"Journal of neurology, neurosurgery, and psychiatry",06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is framed as a single case report and explicitly states that an unusual case of stiffman syndrome is reported. Prior cases are discussed only as previously described literature, so the extractable original SPS-spectrum count is best supported as 1, but provenance uncertainty warrants manual review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:54:02.099317+00:00
389|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,389,389,Borrelia burgdorferi myelitis presenting as a partial stiff man syndrome.,"Martin, R; Meinck, H M; Schulte-Mattler, W; Ricker, K; Mertens, H G",1990,Journal of neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand03 | This single-case report describes one 33-year-old man with clinically described partial stiff man syndrome/stiff limb phenotype. The paper provides original individual-level data for one diagnosis-specific SPS-spectrum case, but because the wording includes 'resembling stiff man syndrome' and secondary myelitis context, manual review remains appropriate.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:54:26.327221+00:00
391|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,391,391,Sudden death and paroxysmal autonomic dysfunction in stiff-man syndrome.,"Mitsumoto, H; Schwartzman, M J; Estes, M L; Chou, S M; La Franchise, E F; De Camilli, P; Solimena, M",1991,Journal of neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper explicitly reports two original patients with clinically typical stiff-man syndrome/SPS, described as case 1 and case 2. Candidate 2 is clearly supported, while the alternative 9 appears to arise from literature/background text rather than an original SPS cohort in this paper; however, provenance uncertainty signals warrant manual review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:54:49.915766+00:00
395|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,395,395,Stiff man syndrome with thymoma.,"Tanaka, Hisaichi; Matsumura, Akihide; Okumura, Meinoshin; Kitaguchi, Masataka; Yamamoto, Satoru; Iuchi, Keiji",2005,The Annals of thoracic surgery,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is a single original case report of a 57-year-old woman with stiff man syndrome and thymoma. Although it also reviews three previously reported cases, those are cited literature cases and should not be counted as original patients from this paper.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-18T08:55:17.203112+00:00
