covidence_id,ref,study,title,authors,published_year,journal,doi,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_filename,pdf_path_relative,pdf_path_absolute,local_file_count,download_status,manifest_status,download_method,download_url,manifest_error
80,7751855,Meinck 1995,Stiff man syndrome: neurophysiological findings in eight patients.,"Meinck, H M; Ricker, K; Hulser, P J; Solimena, M",1995,Journal of neurology,,Electrophysiology,#80 – Meinck 1995,Meinck,1995,"Meinck, H M; Ricker, K; Hulser, P J; Solimena, M",Stiff man syndrome: neurophysiological findings in eight patients.,true,true,true,80_Meinck 1995 - Stiff man syndrome.pdf,data\pdf_original\80_Meinck 1995 - Stiff man syndrome.pdf,C:\Projects\sps-review\data\pdf_original\80_Meinck 1995 - Stiff man syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651821/Meinck%201995%20-%20Stiff%20man%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T185217Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=4b345c0266ccb9884ed7e19903e935a2d0dc9ecf91ef5b547a3a2ae55b80aad7,
85,8527980,Chang 1995,Stiff-man syndrome: report of a case.,"Chang, Y J; Wu, C L; Lu, C S",1995,Journal of the Formosan Medical Association = Taiwan yi zhi,,Clinical manifestations; Electrophysiology; Treatment,#85 – Chang 1995,Chang,1995,"Chang, Y J; Wu, C L; Lu, C S",Stiff-man syndrome: report of a case.,true,true,true,85_Chang-1995-Stiff-man syndrome report of a case.pdf,data\pdf_original\85_Chang-1995-Stiff-man syndrome report of a case.pdf,C:\Projects\sps-review\data\pdf_original\85_Chang-1995-Stiff-man syndrome report of a case.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651826/85.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181618Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=353e035443d580e7a8fdd4aa2fe05107245bf3ff733dbe220c03ffe306627a0e,
89,8543838,Daw 1996,Glutamic acid decarboxylase autoantibodies in stiff-man syndrome and insulin-dependent diabetes mellitus exhibit similarities and differences in epitope recognition.,"Daw, K; Ujihara, N; Atkinson, M; Powers, A C",1996,"Journal of immunology (Baltimore, Md. : 1950)",,,#89 – Daw 1996,Daw,1996,"Daw, K; Ujihara, N; Atkinson, M; Powers, A C",Glutamic acid decarboxylase autoantibodies in stiff-man syndrome and insulin-dependent diabetes mellitus exhibit similarities and differences in epitope recognition.,true,true,true,89_Daw-1996-Glutamic acid decarboxylase autoantib.pdf,data\pdf_original\89_Daw-1996-Glutamic acid decarboxylase autoantib.pdf,C:\Projects\sps-review\data\pdf_original\89_Daw-1996-Glutamic acid decarboxylase autoantib.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651830/Daw-1996-Glutamic%20acid%20decarboxylase%20autoantib.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T182243Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=23522df011ba49f36cbd0e05646a82525884a5de278bd445d7bee14b0ce39808,
92,8619552,Dropcho 1996,Antiamphiphysin antibodies with small-cell lung carcinoma and paraneoplastic encephalomyelitis.,"Dropcho, E J",1996,Annals of neurology,,Clinical manifestations; Electrophysiology; Treatment,#92 – Dropcho 1996,Dropcho,1996,"Dropcho, E J",Antiamphiphysin antibodies with small-cell lung carcinoma and paraneoplastic encephalomyelitis.,true,true,true,92_Dropcho-1996-Antiamphiphysin antibodies with s.pdf,data\pdf_original\92_Dropcho-1996-Antiamphiphysin antibodies with s.pdf,C:\Projects\sps-review\data\pdf_original\92_Dropcho-1996-Antiamphiphysin antibodies with s.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651833/Dropcho-1996-Antiamphiphysin%20antibodies%20with%20s.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T182253Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=83d57dae76baf27fe4de87cafd3bd8a9980fb65b62bcb4466d397ae095348d93,
95,8710121,Henningsen 1996,Psychological factors in the diagnosis and pathogenesis of stiff-man syndrome.,"Henningsen, P; Clement, U; Kuchenhoff, J; Simon, F; Meinck, H M",1996,Neurology,,Clinical manifestations; Differential Diagnosis,#95 – Henningsen 1996,Henningsen,1996,"Henningsen, P; Clement, U; Kuchenhoff, J; Simon, F; Meinck, H M",Psychological factors in the diagnosis and pathogenesis of stiff-man syndrome.,true,true,true,95_Henningsen-1996-Psychological factors in the d.pdf,data\pdf_original\95_Henningsen-1996-Psychological factors in the d.pdf,C:\Projects\sps-review\data\pdf_original\95_Henningsen-1996-Psychological factors in the d.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651836/Henningsen-1996-Psychological%20factors%20in%20the%20d.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T183452Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d9ff03f04ad707c507a4cf3f4fa2a3082e8817cd4959a40ab4e34dd925ee7d5a,
99,8774586,Vermeij 1996,Improvement of stiff-man syndrome with vigabatrin.,"Vermeij, F H; van Doorn, P A; Busch, H F",1996,"Lancet (London, England)",,Treatment,#99 – Vermeij 1996,Vermeij,1996,"Vermeij, F H; van Doorn, P A; Busch, H F",Improvement of stiff-man syndrome with vigabatrin.,true,true,true,99_Vermeij-1996-Improvement of stiff-man syndrome with vigabatrin.pdf,data\pdf_original\99_Vermeij-1996-Improvement of stiff-man syndrome with vigabatrin.pdf,C:\Projects\sps-review\data\pdf_original\99_Vermeij-1996-Improvement of stiff-man syndrome with vigabatrin.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651840/99.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T192905Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e15eff23f0354bd1b0258d9ca28a736aa97a9421263ea7603797e2fcb6426ac3,
101,8797535,Fogan 1996,Progressive encephalomyelitis with rigidity responsive to plasmapheresis and immunosuppression.,"Fogan, L",1996,Annals of neurology,,Clinical manifestations; Treatment,#101 – Fogan 1996,Fogan,1996,"Fogan, L",Progressive encephalomyelitis with rigidity responsive to plasmapheresis and immunosuppression.,true,true,true,101_Fogan-1996-Progressive encephalomyelitis with.pdf,data\pdf_original\101_Fogan-1996-Progressive encephalomyelitis with.pdf,C:\Projects\sps-review\data\pdf_original\101_Fogan-1996-Progressive encephalomyelitis with.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651842/Fogan-1996-Progressive%20encephalomyelitis%20with.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T182719Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=cc4e165ec930577a5a6cc9b4fd3acc4a324b66ce56fe10891f572149cf5a9ac8,
102,8823384,Martino 1996,The insulin-dependent diabetes mellitus-associated ICA 105 autoantigen in stiff-man syndrome patients.,"Martino, G; Grimaldi, L M; Bazzigaluppi, E; Passini, N; Sinigaglia, F; Rogge, L",1996,Journal of neuroimmunology,,Immunological - Lab tests,#102 – Martino 1996,Martino,1996,"Martino, G; Grimaldi, L M; Bazzigaluppi, E; Passini, N; Sinigaglia, F; Rogge, L",The insulin-dependent diabetes mellitus-associated ICA 105 autoantigen in stiff-man syndrome patients.,true,true,true,102_Martino - The insulin-dependent diabetes mellitus-associated ICA 105 autoantigen in stiff-man syndrome patients.pdf,data\pdf_original\102_Martino - The insulin-dependent diabetes mellitus-associated ICA 105 autoantigen in stiff-man syndrome patients.pdf,C:\Projects\sps-review\data\pdf_original\102_Martino - The insulin-dependent diabetes mellitus-associated ICA 105 autoantigen in stiff-man syndrome patients.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651843/Martino%20-%20The%20insulin-dependent%20diabetes%20mellitus-associated%20ICA%20105%20autoantigen%20in%20stiff-man%20syndrome%20patients.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184900Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=09fa5b76f9afb5c32c8c8c9ca4f40bedb61650afd05717c4168aa7d3eee90202,
103,8836947,Martinelli 1996,Electrophysiological evaluation of the stiff-man syndrome: further data.,"Martinelli, P; Nassetti, S; Minardi, C; Macri, S; Ippoliti, M",1996,Journal of neurology,,Electrophysiology,#103 – Martinelli 1996,Martinelli,1996,"Martinelli, P; Nassetti, S; Minardi, C; Macri, S; Ippoliti, M",Electrophysiological evaluation of the stiff-man syndrome: further data.,true,true,true,103_Martinelli - Electrophysiological evaluation of the stiff-man syndrome.pdf,data\pdf_original\103_Martinelli - Electrophysiological evaluation of the stiff-man syndrome.pdf,C:\Projects\sps-review\data\pdf_original\103_Martinelli - Electrophysiological evaluation of the stiff-man syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651844/Martinelli%20-%20Electrophysiological%20evaluation%20of%20the%20stiff-man%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184859Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=b07346afc6cb64ff4f0e5638ea2b7b50a5fb411d3594831cd441e6134d144ae0,
106,8914097,Armon 1996,"Subacute encephalomyelitis presenting as stiff-person syndrome: clinical, polygraphic, and pathologic correlations.","Armon, C; Swanson, J W; McLean, J M; Westbrook, P R; Okazaki, H; Kurtin, P J; Kalyan-Raman, U P; Rodriguez, M",1996,Movement disorders : official journal of the Movement Disorder Society,,Clinical manifestations,#106 – Armon 1996,Armon,1996,"Armon, C; Swanson, J W; McLean, J M; Westbrook, P R; Okazaki, H; Kurtin, P J; Kalyan-Raman, U P; Rodriguez, M","Subacute encephalomyelitis presenting as stiff-person syndrome: clinical, polygraphic, and pathologic correlations.",true,true,true,106_Armon-1996-Subacute encephalomyelitis presenti.pdf,data\pdf_original\106_Armon-1996-Subacute encephalomyelitis presenti.pdf,C:\Projects\sps-review\data\pdf_original\106_Armon-1996-Subacute encephalomyelitis presenti.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651847/Armon-1996-Subacute%20encephalomyelitis%20presenti.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T180827Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=85f02f1da946e9bc00db821ee1463175001166225118bea7396867e17a68dae4,
108,8937282,Mueller-Schoop 1996,"Total alopecia, diabetes mellitus, and falls.","Mueller-Schoop, J W; Meyer, M",1996,"Lancet (London, England)",,,#108 – Mueller-Schoop 1996,Mueller-Schoop,1996,"Mueller-Schoop, J W; Meyer, M","Total alopecia, diabetes mellitus, and falls.",true,true,true,"108_Mueller-Schoop - Total alopecia, diabetes mellitus, and falls..pdf","data\pdf_original\108_Mueller-Schoop - Total alopecia, diabetes mellitus, and falls..pdf","C:\Projects\sps-review\data\pdf_original\108_Mueller-Schoop - Total alopecia, diabetes mellitus, and falls..pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651849/Mueller-Schoop%20-%20Total%20alopecia%2C%20diabetes%20mellitus%2C%20and%20falls..pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T185447Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0fa0255bcbf972c00603221550847323aa16d6bb1f0a8acf5a1b745c27226038,
110,8965855,Schulte-Mattler 1996,Stiff-man syndrome: abnormal late responses upon transcranial magnetic stimulation.,"Schulte-Mattler, W J; Zierz, S",1996,Muscle & nerve,,Clinical manifestations; Electrophysiology; Treatment,#110 – Schulte-Mattler 1996,Schulte-Mattler,1996,"Schulte-Mattler, W J; Zierz, S",Stiff-man syndrome: abnormal late responses upon transcranial magnetic stimulation.,true,true,true,110_Schulte-Mattler-1996-Stiff-man syndrome_ abnor.pdf,data\pdf_original\110_Schulte-Mattler-1996-Stiff-man syndrome_ abnor.pdf,C:\Projects\sps-review\data\pdf_original\110_Schulte-Mattler-1996-Stiff-man syndrome_ abnor.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651851/Schulte-Mattler-1996-Stiff-man%20syndrome_%20abnor.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191328Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5282e2c3e9fc607664dada16686de9fb90c81ce732fa8d8d520811667f04761c,
112,8981298,Giometto 1996,Anti-gabaergic neuron autoantibodies in a patient with stiff-man syndrome and ataxia.,"Giometto, B; Miotto, D; Faresin, F; Argentiero, V; Scaravilli, T; Tavolato, B",1996,Journal of the neurological sciences,,Clinical manifestations; Electrophysiology; Treatment,#112 – Giometto 1996,Giometto,1996,"Giometto, B; Miotto, D; Faresin, F; Argentiero, V; Scaravilli, T; Tavolato, B",Anti-gabaergic neuron autoantibodies in a patient with stiff-man syndrome and ataxia.,true,true,true,112_Giometto Anti-gabaergic neuron autoantibodies in a patient with stiff-man syndrome and ataxia.pdf,data\pdf_original\112_Giometto Anti-gabaergic neuron autoantibodies in a patient with stiff-man syndrome and ataxia.pdf,C:\Projects\sps-review\data\pdf_original\112_Giometto Anti-gabaergic neuron autoantibodies in a patient with stiff-man syndrome and ataxia.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651853/Giometto%20Anti-gabaergic%20neuron%20autoantibodies%20in%20a%20patient%20with%20stiff-man%20syndrome%20and%20ataxia.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T183226Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5cd11964cacc0c59c04f1ed62dd6133a6de379ef743aca87e5b035f92ad1554c,
113,9001170,Soykan 1997,Gastrointestinal involvement in neurologic disorders: Stiff-man and Charcot-Marie-Tooth syndromes.,"Soykan, I; McCallum, R W",1997,The American journal of the medical sciences,,Clinical manifestations; Electrophysiology; Treatment,#113 – Soykan 1997,Soykan,1997,"Soykan, I; McCallum, R W",Gastrointestinal involvement in neurologic disorders: Stiff-man and Charcot-Marie-Tooth syndromes.,true,true,true,113_Soykan Gastrointestinal Involvement in Neurologic Disorders Stiff-Man and Charcot-Marie-Tooth Syndromes.pdf,data\pdf_original\113_Soykan Gastrointestinal Involvement in Neurologic Disorders Stiff-Man and Charcot-Marie-Tooth Syndromes.pdf,C:\Projects\sps-review\data\pdf_original\113_Soykan Gastrointestinal Involvement in Neurologic Disorders Stiff-Man and Charcot-Marie-Tooth Syndromes.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651854/Soykan%20Gastrointestinal%20Involvement%20in%20Neurologic%20Disorders%20Stiff-Man%20and%20Charcot-Marie-Tooth%20Syndromes.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T192108Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0bd039bef429e2e8140e2083caa828ad4642125216c157cf31552fe2796b4ce0,
114,9010397,Brown 1997,The stiff leg syndrome.,"Brown, P; Rothwell, J C; Marsden, C D",1997,"Journal of neurology, neurosurgery, and psychiatry",,Clinical manifestations; Electrophysiology; Treatment,#114 – Brown 1997,Brown,1997,"Brown, P; Rothwell, J C; Marsden, C D",The stiff leg syndrome.,true,true,true,114_Brown-1997-The stiff leg syndrome.pdf,data\pdf_original\114_Brown-1997-The stiff leg syndrome.pdf,C:\Projects\sps-review\data\pdf_original\114_Brown-1997-The stiff leg syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651855/Brown-1997-The%20stiff%20leg%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181345Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=3c40f9ccb8a8d1c5af76ae737777188b917561e1cda1877f6413945e99b8e537,
115,9109919,Prevett 1997,Improvement of stiff-man syndrome with vigabatrin.,"Prevett, M C; Brown, P; Duncan, J S",1997,Neurology,,Clinical manifestations; Electrophysiology; Treatment,#115 – Prevett 1997,Prevett,1997,"Prevett, M C; Brown, P; Duncan, J S",Improvement of stiff-man syndrome with vigabatrin.,true,true,true,115_Prevett-1997-Improvement of stiff-man syndrome.pdf,data\pdf_original\115_Prevett-1997-Improvement of stiff-man syndrome.pdf,C:\Projects\sps-review\data\pdf_original\115_Prevett-1997-Improvement of stiff-man syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651856/Prevett-1997-Improvement%20of%20stiff-man%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190417Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=604b9fe7856afa929a6b4b7e718861994e3afdd5f04b6f45bee9087e77309a49,
116,9120459,Vincent 1997,Antibodies to 125I-glutamic acid decarboxylase in patients with stiff man syndrome.,"Vincent, A; Grimaldi, L M; Martino, G; Davenport, C; Todd, I",1997,"Journal of neurology, neurosurgery, and psychiatry",,Clinical manifestations; Electrophysiology; Immunological - Lab tests; Treatment,#116 – Vincent 1997,Vincent,1997,"Vincent, A; Grimaldi, L M; Martino, G; Davenport, C; Todd, I",Antibodies to 125I-glutamic acid decarboxylase in patients with stiff man syndrome.,true,true,true,116_Vincent-1997-Antibodies to 125I-glutamic acid.pdf,data\pdf_original\116_Vincent-1997-Antibodies to 125I-glutamic acid.pdf,C:\Projects\sps-review\data\pdf_original\116_Vincent-1997-Antibodies to 125I-glutamic acid.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651857/Vincent-1997-Antibodies%20to%20125I-glutamic%20acid.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193125Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f01c3ae68bd674f9f88c4f3a87ea4d01bf813bb00a8b3f5b3102f8d1bd8c138a,
118,9121508,Nicholas 1997,Stiff-persons' syndrome associated with thymoma and subsequent myasthenia gravis.,"Nicholas, A P; Chatterjee, A; Arnold, M M; Claussen, G C; Zorn, G L Jr; Oh, S J",1997,Muscle & nerve,,Clinical manifestations; Electrophysiology; Treatment,#118 – Nicholas 1997,Nicholas,1997,"Nicholas, A P; Chatterjee, A; Arnold, M M; Claussen, G C; Zorn, G L Jr; Oh, S J",Stiff-persons' syndrome associated with thymoma and subsequent myasthenia gravis.,true,true,true,118_Muscle and Nerve - 1998 - Nicholas - Stiff‐persons syndrome associated with thymoma and subsequent myasthenia gravis.pdf,data\pdf_original\118_Muscle and Nerve - 1998 - Nicholas - Stiff‐persons syndrome associated with thymoma and subsequent myasthenia gravis.pdf,C:\Projects\sps-review\data\pdf_original\118_Muscle and Nerve - 1998 - Nicholas - Stiff‐persons syndrome associated with thymoma and subsequent myasthenia gravis.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277651859/Muscle%20and%20Nerve%20-%201998%20-%20Nicholas%20-%20Stiff%E2%80%90persons%20%20syndrome%20associated%20with%20thymoma%20and%20subsequent%20myasthenia%20gravis.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T185658Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c2e9eeda7e5f75cf809666f88ec20b772dd7f80f6799564ce2390e1d8992edf2,
