paper_id,covidence_id,reference_present,reference_match_status,ref,study,title,authors,published_year,published_month,journal,volume,issue,pages,accession_number,doi,notes,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_present,pdf_file_count,pdf_filenames,pdf_paths_relative,download_status,download_manifest_status,download_method,download_error,download_finished_at_utc,text_json_present,text_json_path,text_preclean_json_present,text_preclean_json_path,text_preclean_stage2_json_present,text_preclean_stage2_json_path,text_source_filename,text_source_sha256,text_extracted_at_utc,text_n_pages,text_needs_ocr,text_ocr_applied,text_ocr_error,text_cleanup_applied,text_cleanup_profile,text_cleanup_applied_at_utc,text_cleanup_source_strategy,text_cleanup_original_extractor,text_cleanup_changed_page_count,text_cleanup_source_json_path,text_cleanup_source_json_sha256,text_cleanup_source_pdf_path,text_cleanup_source_pdf_sha256,text_cleanup_stage2_applied,text_cleanup_stage2_profile,text_cleanup_stage2_applied_at_utc,text_cleanup_stage2_source_strategy,text_cleanup_stage2_changed_page_count,text_cleanup_stage2_source_json_path,text_cleanup_stage2_source_json_sha256,text_cleanup_stage2_source_pdf_path,text_cleanup_stage2_source_pdf_sha256,text_cleanup_stage2_source_page_start,text_cleanup_stage2_source_page_end,text_cleanup_stage2_ocr_dpi,text_cleanup_stage2_ocr_psm,text_cleanup_stage2_ocr_grayscale,text_trim_status,text_trim_reason,text_trimmed_present,text_trimmed_path,text_proceedings_ready_present,text_proceedings_ready_path,text_proceedings_ready_source_kind,text_proceedings_ready_text_mode,text_proceedings_ready_reason,text_trim_method,text_trim_match_score,text_trim_start_page,text_trim_end_page,text_trim_source_text_json_path,source_categorisation_present,source_category,source_subtype,source_classification_confidence,source_likely_case_count,source_case_count_present,source_count_eligible,source_likely_sps_case_count,source_count_confidence,source_count_basis,source_count_manual_review_required,source_count_reason,source_count_version,source_counted_at_utc,source_contains_individual_level_data,source_contains_group_level_data,source_case_series_split_candidate,source_preferred_langextract_mode,source_langextract_eligible,source_manual_review_required,source_recommended_next_action,source_categorisation_reason,source_categorised_at_utc,source_manual_override_present,resolved_source_category,resolved_source_subtype,resolved_source_confidence,resolved_source_route_source,resolved_source_notes,resolved_source_alignment_tag,resolved_review_batch,resolved_reviewed_at_utc,resolved_case_series_split_candidate,resolved_langextract_mode,resolved_langextract_eligible,proceedings_qc_present,proceedings_qc_status,proceedings_qc_manual_follow_up_required,proceedings_qc_validated_text_json_path,proceedings_qc_best_match_page_index,proceedings_qc_title_score,proceedings_qc_author_score,proceedings_qc_combined_score,proceedings_qc_checked_at_utc,case_series_split_present,case_series_split_status,case_series_split_reason,case_series_split_method,case_series_split_case_count,case_series_split_text_json_path,stage07_xml_present,stage07_xml_registry_present,stage07_xml_paper_json_path,stage07_xml_annotated_text_path,stage07_xml_segments_json_path,stage07_xml_target_views_dir,stage07_xml_validation_json_path,stage07_xml_validation_status,stage07_xml_roundtrip_status,stage07_xml_n_target_views,stage07_xml_n_ready_target_views,stage07_xml_ready_for_langextract,stage07_xml_manual_review_required,stage07_xml_stage06_diverged,stage07_xml_manifest_run_id,langextract_raw_present,langextract_raw_path,langextract_model_id,langextract_generated_at_utc,langextract_total_extraction_count,summary_json_present,summary_json_path,summary_model_id,summary_generated_at_utc,summary_total_extraction_count,quality_raw_present,quality_raw_path,quality_model_id,quality_generated_at_utc,quality_publication_type,quality_extraction_count,quality_record_present,quality_record_path,quality_record_model_id,quality_record_generated_at_utc,quality_record_publication_type,quality_missing_field_count,artifact_types_present,registry_updated_at_utc
607,607,true,matched_reference,22907242,Anagnostou 2012,Botulinum toxin A in anti-GAD-positive stiff-limb syndrome.,"Anagnostou, Evangelos; Zambelis, Thomas",2012,/,Muscle & nerve,46,3,457-8,,https://dx.doi.org/10.1002/mus.23416,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,1,high,manual_review_override,false,manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,false,false,false,individual,true,false,run_langextract_individual,Manual review: Brief report of anti-GAD-positive stiff-limb syndrome treated with botulinum toxin A.,2026-04-05T20:46:28.383947+00:00,true,single_case_report,case_report,reviewed,manual_review,Brief report of anti-GAD-positive stiff-limb syndrome treated with botulinum toxin A.,appears_matched,batch_12_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792947+00:00
608,608,true,matched_reference,22931320,Byrne 2012,Case records of the Massachusetts General Hospital. Case 27-2012. A 60-year-old woman with painful muscle spasms and hyperreflexia.,"Byrne, Thomas N; Isakoff, Steven Jay; Rincon, Sandra P; Gudewicz, Thomas M",2012,/,The New England journal of medicine,367,9,851-61,,https://dx.doi.org/10.1056/NEJMcpc1114036,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical narrative, diagnostic workup, and outcome for a single 60-year-old woman with paraneoplastic stiff person syndrome and limbic encephalitis associated with anti-amphiphysin antibodies. No other SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:46:52.648572+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as evidenced by the detailed presentation, workup, and discussion of one individual patient with SPS-spectrum disorder. There is no indication of additional original SPS patients in the text.",2026-04-05T20:46:52.648550+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as evidenced by the detailed presentation, workup, and discussion of one individual patient with SPS-spectrum disorder. There is no indication of additional original SPS patients in the text.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792991+00:00
613,613,true,matched_reference,11413272,Meinck 2001,Antibodies against glutamic acid decarboxylase: prevalence in neurological diseases.,"Meinck, H M; Faber, L; Morgenthaler, N; Seissler, J; Maile, S; Butler, M; Solimena, M; DeCamilli, P; Scherbaum, W A",2001,/,"Journal of neurology, neurosurgery, and psychiatry",71,1,100-3,,,,Clinical manifestations; Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,22,true,true,22,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=22 | prediction_correct=true | reviewed_count=22 | reviewer_notes=Manual review confirms an extractable original SPS-spectrum cohort of 22 patients. | prior_reason=The paper reports original group-level data on 13 patients with Stiff-Man Syndrome (SMS) and 9 with PERM, totaling 22 SPS-spectrum patients. These patients were specifically recruited and tested for GAD antibodies as part of the study.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,false,true,false,group,true,false,run_langextract_group,"This is an observational group study investigating the prevalence of GAD antibodies in a cohort of SMS and PERM patients, as well as other neurological diseases and controls. The study provides original, aggregated clinical data on SPS-spectrum patients, not individual case reports.",2026-04-05T20:47:16.265205+00:00,false,observational_group_study,retrospective_or_cohort_group_study,high,heuristic,"This is an observational group study investigating the prevalence of GAD antibodies in a cohort of SMS and PERM patients, as well as other neurological diseases and controls. The study provides original, aggregated clinical data on SPS-spectrum patients, not individual case reports.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793035+00:00
615,615,true,matched_reference,11455186,Sinnreich 2001,Anti-GAD antibodies and breast cancer in a patient with stiff-person syndrome: a puzzling association.,"Sinnreich, M; Assal, F; Hefft, S; Magistris, M R; Chizzolini, C; Landis, T; Burkhard, P R",2001,/,European neurology,46,1,51-2,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single woman with stiff-person syndrome and breast cancer, including her history, examination, laboratory findings, treatment, and outcome. There is no mention of additional SPS patients being reported.",llm_v1_gpt4.1,2026-04-05T20:47:20.290962+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course and the use of singular language throughout. The report provides original SPS-spectrum patient data.",2026-04-05T20:47:20.290943+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course and the use of singular language throughout. The report provides original SPS-spectrum patient data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793079+00:00
616,616,true,matched_reference,11468338,Murinson 2001,Improvement of stiff-person syndrome with tiagabine.,"Murinson, B B; Rizzo, M",2001,/,Neurology,57,2,366,,,,Review Article,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,The paper presents a detailed case report of a single patient with stiff-person syndrome (SPS) who improved with tiagabine. There is no evidence of additional SPS patients described.,llm_v1_gpt4.1,2026-04-05T20:47:45.033339+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report describing the clinical course, treatment, and outcome of one antibody-negative SPS patient treated with tiagabine. The text provides individual-level clinical details and does not mention any additional SPS patients.",2026-04-05T20:47:45.033316+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report describing the clinical course, treatment, and outcome of one antibody-negative SPS patient treated with tiagabine. The text provides individual-level clinical details and does not mention any additional SPS patients.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793120+00:00
617,617,true,matched_reference,11487774,Mikaeloff 2001,Benefit of intravenous immunoglobulin in autoimmune stiff-person syndrome in a child.,"Mikaeloff, Y; Jambaque, I; Mayer, M; Ponsot, G; Kalifa, G; Carel, J C",2001,/,The Journal of pediatrics,139,2,340,,,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:47:45.093389+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:47:45.093367+00:00,true,pediatric_case_report,Pediatric clinical letter describing one child with autoimmune SPS benefiting from intravenous immunoglobulin.,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793165+00:00
620,620,true,matched_reference,11552003,Dalakas 2001,"Stiff person syndrome: quantification, specificity, and intrathecal synthesis of GAD65 antibodies.","Dalakas, M C; Li, M; Fujii, M; Jacobowitz, D M",2001,/,Neurology,57,5,780-4,,,,Clinical manifestations; Immunological - Lab tests; Review Article,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,18,true,true,18,high,llm_joint_extraction,false,"The paper explicitly states that 18 patients with SPS were studied, all of whom met strict clinical criteria for SPS and had positive anti-GAD antibody testing. Individual-level data (e.g., antibody titers, CSF findings) are reported in a table for these 18 patients.",llm_v1_gpt4.1,2026-04-05T20:48:47.493663+00:00,true,true,false,group,true,false,run_langextract_group,"This is a laboratory-heavy clinical/translational study focusing on immunological characterization of SPS patients, but it includes original clinical data from 18 SPS patients, including demographics, clinical criteria, and laboratory findings. Both individual and group-level data are presented.",2026-04-05T20:48:47.493641+00:00,false,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,heuristic,"This is a laboratory-heavy clinical/translational study focusing on immunological characterization of SPS patients, but it includes original clinical data from 18 SPS patients, including demographics, clinical criteria, and laboratory findings. Both individual and group-level data are presented.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793208+00:00
621,621,true,matched_reference,11579968,Kono 2001,Stiff-person syndrome associated with cerebellar ataxia and high glutamic acid decarboxylase antibody titer.,"Kono, S; Miyajima, H; Sugimoto, M; Suzuki, Y; Takahashi, Y; Hishida, A",2001,/,"Internal medicine (Tokyo, Japan)",40,9,968-71,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient. | prior_reason=The paper presents a detailed clinical description of a single 46-year-old woman with both stiff-person syndrome and cerebellar ataxia, including her history, examination, laboratory findings, and treatment. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as evidenced by the detailed narrative of one patient's clinical course and the explicit use of 'case report' in the text. There is no evidence of additional original SPS-spectrum patients.",2026-04-05T20:49:07.073219+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as evidenced by the detailed narrative of one patient's clinical course and the explicit use of 'case report' in the text. There is no evidence of additional original SPS-spectrum patients.",,,,false,individual,true,false,,,,,,,,,false,manual_review_required,"Case headings were found, but the segmented case blocks were too short or unstable.",,0,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793252+00:00
623,623,true,matched_reference,11718752,Hagiwara 2001,Stiff-person syndrome associated with invasive thymoma: a case report.,"Hagiwara, H; Enomoto-Nakatani, S; Sakai, K; Ugawa, Y; Kusunoki, S; Kanazawa, I",2001,/,Journal of the neurological sciences,193,1,59-62,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient. | prior_reason=The paper describes a single patient in detail, including clinical presentation, laboratory findings, treatment, and outcome, consistent with a single case report. There is no evidence of additional original SPS-spectrum patients.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the title, structure, and detailed individual-level clinical data for one patient with SPS associated with invasive thymoma. No group-level or multi-patient data are presented.",2026-04-05T20:49:13.337249+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the title, structure, and detailed individual-level clinical data for one patient with SPS associated with invasive thymoma. No group-level or multi-patient data are presented.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793298+00:00
624,624,true,matched_reference,11748762,Gurol 2001,Stiff leg syndrome: case report.,"Gurol, M E; Ertas, M; Hanagasi, H A; Sahin, H A; Gursoy, G; Emre, M",2001,/,Movement disorders : official journal of the Movement Disorder Society,16,6,1189-93,,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient. | prior_reason=The abstract and title both indicate this is a case report of a single patient with stiff leg syndrome, a variant within the SPS spectrum. The clinical details provided are specific to one individual. | validator_flags=EVIDENCE_NO_PAGES",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,false,false,individual,true,false,run_langextract_individual,"validator_flags=EVIDENCE_NO_PAGES | The paper is titled 'Stiff leg syndrome: case report' and the abstract describes the clinical course, workup, and treatment response of a single patient. There is no evidence of additional cases or group-level data.",2026-04-05T20:49:31.646307+00:00,false,single_case_report,case_report,high,heuristic,"validator_flags=EVIDENCE_NO_PAGES | The paper is titled 'Stiff leg syndrome: case report' and the abstract describes the clinical course, workup, and treatment response of a single patient. There is no evidence of additional cases or group-level data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793343+00:00
625,625,true,matched_reference,11756577,Dalakas 2001,High-dose intravenous immune globulin for stiff-person syndrome.,"Dalakas, M C; Fujii, M; Li, M; Lutfi, B; Kyhos, J; McElroy, B",2001,/,The New England journal of medicine,345,26,1870-6,,,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,interventional_study,controlled_or_therapeutic_group_study,high,16,true,true,16,high,llm_joint_extraction,false,"The Methods section states that 16 patients with stiff-person syndrome and anti-GAD65 antibodies were enrolled in the study. Although two patients did not complete the study, all 16 were original SPS-spectrum patients included in the trial cohort.",llm_v1_gpt4.1,2026-04-05T20:49:51.137896+00:00,true,true,false,group,true,false,run_langextract_group,"This is a randomized, double-blind, placebo-controlled, crossover trial of IVIG in SPS, enrolling 16 original SPS-spectrum patients. The paper provides both individual-level and group-level clinical data, including baseline characteristics and outcome measures.",2026-04-05T20:49:51.137876+00:00,false,interventional_study,controlled_or_therapeutic_group_study,high,heuristic,"This is a randomized, double-blind, placebo-controlled, crossover trial of IVIG in SPS, enrolling 16 original SPS-spectrum patients. The paper provides both individual-level and group-level clinical data, including baseline characteristics and outcome measures.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.793397+00:00
